title,authors,year,venue,journal_ref,abstract,arxiv_url,arxiv_id,doi,field,source_api,extra
What social media told about us in the time of COVID-19: a scoping review,Shu-Feng Tsao; Helen Chen; Therese Tisseverasinghe; Yang Yang; Lianghua Li; Zahid A. Butt,2021,"The Lancet Digital Health, Review, Vol 3, Iss 3, E175-E194, March 01, 2021","The Lancet Digital Health, Review, Vol 3, Iss 3, E175-E194, March 01, 2021","With the onset of COVID-19 pandemic, social media has rapidly become a crucial communication tool for information generation, dissemination, and consumption. In this scoping review, we selected and examined peer-reviewed empirical studies relating to COVID-19 and social media during the first outbreak starting in November 2019 until May 2020. From an analysis of 81 studies, we identified five overarching public health themes concerning the role of online social platforms and COVID-19. These themes focused on: (i) surveying public attitudes, (ii) identifying infodemics, (iii) assessing mental health, (iv) detecting or predicting COVID-19 cases, (v) analyzing government responses to the pandemic, and (vi) evaluating quality of health information in prevention education videos. Furthermore, our review highlights the paucity of studies on the application of machine learning on social media data related to COVID-19 and a lack of studies documenting real-time surveillance developed with social media data on COVID-19. For COVID-19, social media can play a crucial role in disseminating health information as well as tackling infodemics and misinformation.",https://arxiv.org/abs/2101.01688v2,2101.01688v2,10.1016/S2589-7500(20)30315-0,Medicine,arXiv,{}
Seasonal association between viral causes of hospitalised acute lower respiratory infections and meteorological factors in China: a retrospective study,Bing Xu; Jinfeng Wang; Zhongjie Li; Chengdong Xu; Yilan Liao; Maogui Hu; Jing Yang; Shengjie Lai; Liping Wang; Weizhong Yang,2020,"The Lancet Planetary Health, 2021","The Lancet Planetary Health, 2021","Acute lower respiratory infections caused by respiratory viruses are common and persistent infectious diseases worldwide and in China, which have pronounced seasonal patterns. Meteorological factors have important roles in the seasonality of some major viruses. Our aim was to identify the dominant meteorological factors and to model their effects on common respiratory viruses in different regions of China. We analysed monthly virus data on patients from 81 sentinel hospitals in 22 provinces in mainland China from 2009 to 2013. The geographical detector method was used to quantify the explanatory power of each meteorological factor, individually and interacting in pairs. 28369 hospitalised patients with ALRI were tested, 10387 were positive for at least one virus, including RSV, influenza virus, PIV, ADV, hBoV, hCoV and hMPV. RSV and influenza virus had annual peaks in the north and biannual peaks in the south. PIV and hBoV had higher positive rates in the spring summer months. hMPV had an annual peak in winter spring, especially in the north. ADV and hCoV exhibited no clear annual seasonality. Temperature, atmospheric pressure, vapour pressure, and rainfall had most explanatory power on most respiratory viruses in each region. Relative humidity was only dominant in the north, but had no significant explanatory power for most viruses in the south. Hours of sunlight had significant explanatory power for RSV and influenza virus in the north, and for most viruses in the south. Wind speed was the only factor with significant explanatory power for human coronavirus in the south. For all viruses, interactions between any two of the paired factors resulted in enhanced explanatory power, either bivariately or non-linearly.",https://arxiv.org/abs/2012.00229v2,2012.00229v2,10.1016/S2542-5196(20)30297-7,Medicine,arXiv,{}
"Detection of masses and architectural distortions in digital breast tomosynthesis: a publicly available dataset of 5,060 patients and a deep learning model",Mateusz Buda; Ashirbani Saha; Ruth Walsh; Sujata Ghate; Nianyi Li; Albert Święcicki; Joseph Y. Lo; Maciej A. Mazurowski,2020,JAMA Netw Open. 2021;4(8):e2119100,JAMA Netw Open. 2021;4(8):e2119100,"Breast cancer screening is one of the most common radiological tasks with over 39 million exams performed each year. While breast cancer screening has been one of the most studied medical imaging applications of artificial intelligence, the development and evaluation of the algorithms are hindered due to the lack of well-annotated large-scale publicly available datasets. This is particularly an issue for digital breast tomosynthesis (DBT) which is a relatively new breast cancer screening modality. We have curated and made publicly available a large-scale dataset of digital breast tomosynthesis images. It contains 22,032 reconstructed DBT volumes belonging to 5,610 studies from 5,060 patients. This included four groups: (1) 5,129 normal studies, (2) 280 studies where additional imaging was needed but no biopsy was performed, (3) 112 benign biopsied studies, and (4) 89 studies with cancer. Our dataset included masses and architectural distortions which were annotated by two experienced radiologists. Additionally, we developed a single-phase deep learning detection model and tested it using our dataset to serve as a baseline for future research. Our model reached a sensitivity of 65% at 2 false positives per breast. Our large, diverse, and highly-curated dataset will facilitate development and evaluation of AI algorithms for breast cancer screening through providing data for training as well as common set of cases for model validation. The performance of the model developed in our study shows that the task remains challenging and will serve as a baseline for future model development.",https://arxiv.org/abs/2011.07995v4,2011.07995v4,10.1001/jamanetworkopen.2021.19100,Medicine,arXiv,{}
The Human Cell Atlas & Equity: Lessons Learned,Partha P. Majumder; Musa M. Mhlanga; Alex K. Shalek,2020,Nature Medicine 26 (2020) 1509-1511;,Nature Medicine 26 (2020) 1509-1511;,The Human Cell Atlas has been undergoing a massive effort to support global scientific equity. The co-leaders of its Equity Working Group share some lessons learned in the process.,https://arxiv.org/abs/2010.16154v1,2010.16154v1,10.1038/s41591-020-1100-4,Medicine,arXiv,{}
Predicting Risk of Developing Diabetic Retinopathy using Deep Learning,Ashish Bora; Siva Balasubramanian; Boris Babenko; Sunny Virmani; Subhashini Venugopalan; Akinori Mitani; Guilherme de Oliveira Marinho; Jorge Cuadros; Paisan Ruamviboonsuk; Greg S Corrado; Lily Peng; Dale R Webster; Avinash V Varadarajan; Naama Hammel; Yun Liu; Pinal Bavishi,2020,The Lancet Digital Health (2021),The Lancet Digital Health (2021),"Diabetic retinopathy (DR) screening is instrumental in preventing blindness, but faces a scaling challenge as the number of diabetic patients rises. Risk stratification for the development of DR may help optimize screening intervals to reduce costs while improving vision-related outcomes. We created and validated two versions of a deep learning system (DLS) to predict the development of mild-or-worse (""Mild+"") DR in diabetic patients undergoing DR screening. The two versions used either three-fields or a single field of color fundus photographs (CFPs) as input. The training set was derived from 575,431 eyes, of which 28,899 had known 2-year outcome, and the remaining were used to augment the training process via multi-task learning. Validation was performed on both an internal validation set (set A; 7,976 eyes; 3,678 with known outcome) and an external validation set (set B; 4,762 eyes; 2,345 with known outcome). For predicting 2-year development of DR, the 3-field DLS had an area under the receiver operating characteristic curve (AUC) of 0.79 (95%CI, 0.78-0.81) on validation set A. On validation set B (which contained only a single field), the 1-field DLS's AUC was 0.70 (95%CI, 0.67-0.74). The DLS was prognostic even after adjusting for available risk factors (p<0.001). When added to the risk factors, the 3-field DLS improved the AUC from 0.72 (95%CI, 0.68-0.76) to 0.81 (95%CI, 0.77-0.84) in validation set A, and the 1-field DLS improved the AUC from 0.62 (95%CI, 0.58-0.66) to 0.71 (95%CI, 0.68-0.75) in validation set B. The DLSs in this study identified prognostic information for DR development from CFPs. This information is independent of and more informative than the available risk factors.",https://arxiv.org/abs/2008.04370v1,2008.04370v1,10.1016/S2589-7500(20)30250-8,Medicine,arXiv,{}
Probability of symptoms and critical disease after SARS-CoV-2 infection,Piero Poletti; Marcello Tirani; Danilo Cereda; Filippo Trentini; Giorgio Guzzetta; Giuliana Sabatino; Valentina Marziano; Ambra Castrofino; Francesca Grosso; Gabriele Del Castillo; Raffaella Piccarreta; ATS Lombardy COVID-19 Task Force; Aida Andreassi; Alessia Melegaro; Maria Gramegna; Marco Ajelli; Stefano Merler,2020,JAMA Netw Open. 2021;4(3):e211085,JAMA Netw Open. 2021;4(3):e211085,"We quantified the probability of developing symptoms (respiratory or fever \geq 37.5 °C) and critical disease (requiring intensive care or resulting in death) of SARS-CoV-2 positive subjects. 5,484 contacts of SARS-CoV-2 index cases detected in Lombardy, Italy were analyzed, and positive subjects were ascertained via nasal swabs and serological assays. 73.9% of all infected individuals aged less than 60 years did not develop symptoms (95% confidence interval: 71.8-75.9%). The risk of symptoms increased with age. 6.6% of infected subjects older than 60 years had critical disease, with males at significantly higher risk.",https://arxiv.org/abs/2006.08471v2,2006.08471v2,10.1001/jamanetworkopen.2021.1085,Medicine,arXiv,{}
Mobile phone location data reveal the effect and geographic variation of social distancing on the spread of the COVID-19 epidemic,Song Gao; Jinmeng Rao; Yuhao Kang; Yunlei Liang; Jake Kruse; Doerte Doepfer; Ajay K. Sethi; Juan Francisco Mandujano Reyes; Jonathan Patz; Brian S. Yandell,2020,JAMA Network Open. 2020;3(9):e2020485,JAMA Network Open. 2020;3(9):e2020485,"The emergence of SARS-CoV-2 and the coronavirus infectious disease (COVID-19) has become a pandemic. Social (physical) distancing is a key non-pharmacologic control measure to reduce the transmission rate of SARS-COV-2, but high-level adherence is needed. Using daily travel distance and stay-at-home time derived from large-scale anonymous mobile phone location data provided by Descartes Labs and SafeGraph, we quantify the degree to which social distancing mandates have been followed in the U.S. and its effect on growth of COVID-19 cases. The correlation between the COVID-19 growth rate and travel distance decay rate and dwell time at home change rate was -0.586 (95% CI: -0.742 ~ -0.370) and 0.526 (95% CI: 0.293 ~ 0.700), respectively. Increases in state-specific doubling time of total cases ranged from 1.04 ~ 6.86 days to 3.66 ~ 30.29 days after social distancing orders were put in place, consistent with mechanistic epidemic prediction models. Social distancing mandates reduce the spread of COVID-19 when they are followed.",https://arxiv.org/abs/2004.11430v1,2004.11430v1,10.1001/jamanetworkopen.2020.20485,Medicine,arXiv,{}
A SIDARTHE Model of COVID-19 Epidemic in Italy,Giulia Giordano; Franco Blanchini; Raffaele Bruno; Patrizio Colaneri; Alessandro Di Filippo; Angela Di Matteo; Marta Colaneri; the COVID19 IRCCS San Matteo Pavia Task Force,2020,"Nature Medicine, 26, pages 855-860 (2020)","Nature Medicine, 26, pages 855-860 (2020)","In late December 2019, a novel strand of Coronavirus (SARS-CoV-2) causing a severe, potentially fatal respiratory syndrome (COVID-19) was identified in Wuhan, Hubei Province, China and is causing outbreaks in multiple world countries, soon becoming a pandemic. Italy has now become the most hit country outside of Asia: on March 16, 2020, the Italian Civil Protection documented a total of 27980 confirmed cases and 2158 deaths of people tested positive for SARS-CoV-2. In the context of an emerging infectious disease outbreak, it is of paramount importance to predict the trend of the epidemic in order to plan an effective control strategy and to determine its impact. This paper proposes a new epidemic model that discriminates between infected individuals depending on whether they have been diagnosed and on the severity of their symptoms. The distinction between diagnosed and non-diagnosed is important because non-diagnosed individuals are more likely to spread the infection than diagnosed ones, since the latter are typically isolated, and can explain misperceptions of the case fatality rate and of the seriousness of the epidemic phenomenon. Being able to predict the amount of patients that will develop life-threatening symptoms is important since the disease frequently requires hospitalisation (and even Intensive Care Unit admission) and challenges the healthcare system capacity. We show how the basic reproduction number can be redefined in the new framework, thus capturing the potential for epidemic containment. Simulation results are compared with real data on the COVID-19 epidemic in Italy, to show the validity of the model and compare different possible predicted scenarios depending on the adopted countermeasures.",https://arxiv.org/abs/2003.09861v1,2003.09861v1,10.1038/s41591-020-0883-7,Medicine,arXiv,{}
SARS-CoV-2 Entry Genes Are Most Highly Expressed in Nasal Goblet and Ciliated Cells within Human Airways,Waradon Sungnak; Ni Huang; Christophe Bécavin; Marijn Berg; HCA Lung Biological Network,2020,"Nature Medicine, 2020","Nature Medicine, 2020","The SARS-CoV-2 coronavirus, the etiologic agent responsible for COVID-19 coronavirus disease, is a global threat. To better understand viral tropism, we assessed the RNA expression of the coronavirus receptor, ACE2, as well as the viral S protein priming protease TMPRSS2 thought to govern viral entry in single-cell RNA-sequencing (scRNA-seq) datasets from healthy individuals generated by the Human Cell Atlas consortium. We found that ACE2, as well as the protease TMPRSS2, are differentially expressed in respiratory and gut epithelial cells. In-depth analysis of epithelial cells in the respiratory tree reveals that nasal epithelial cells, specifically goblet/secretory cells and ciliated cells, display the highest ACE2 expression of all the epithelial cells analyzed. The skewed expression of viral receptors/entry-associated proteins towards the upper airway may be correlated with enhanced transmissivity. Finally, we showed that many of the top genes associated with ACE2 airway epithelial expression are innate immune-associated, antiviral genes, highly enriched in the nasal epithelial cells. This association with immune pathways might have clinical implications for the course of infection and viral pathology, and highlights the specific significance of nasal epithelia in viral infection. Our findings underscore the importance of the availability of the Human Cell Atlas as a reference dataset. In this instance, analysis of the compendium of data points to a particularly relevant role for nasal goblet and ciliated cells as early viral targets and potential reservoirs of SARS-CoV-2 infection. This, in turn, serves as a biological framework for dissecting viral transmission and developing clinical strategies for prevention and therapy.",https://arxiv.org/abs/2003.06122v1,2003.06122v1,10.1038/s41591-020-0868-6,Medicine,arXiv,{}
A deep learning system for differential diagnosis of skin diseases,Yuan Liu; Ayush Jain; Clara Eng; David H. Way; Kang Lee; Peggy Bui; Kimberly Kanada; Guilherme de Oliveira Marinho; Jessica Gallegos; Sara Gabriele; Vishakha Gupta; Nalini Singh; Vivek Natarajan; Rainer Hofmann-Wellenhof; Greg S. Corrado; Lily H. Peng; Dale R. Webster; Dennis Ai; Susan Huang; Yun Liu; R. Carter Dunn; David Coz,2019,Nature Medicine (2020),Nature Medicine (2020),"Skin conditions affect an estimated 1.9 billion people worldwide. A shortage of dermatologists causes long wait times and leads patients to seek dermatologic care from general practitioners. However, the diagnostic accuracy of general practitioners has been reported to be only 0.24-0.70 (compared to 0.77-0.96 for dermatologists), resulting in referral errors, delays in care, and errors in diagnosis and treatment. In this paper, we developed a deep learning system (DLS) to provide a differential diagnosis of skin conditions for clinical cases (skin photographs and associated medical histories). The DLS distinguishes between 26 skin conditions that represent roughly 80% of the volume of skin conditions seen in primary care. The DLS was developed and validated using de-identified cases from a teledermatology practice serving 17 clinical sites via a temporal split: the first 14,021 cases for development and the last 3,756 cases for validation. On the validation set, where a panel of three board-certified dermatologists defined the reference standard for every case, the DLS achieved 0.71 and 0.93 top-1 and top-3 accuracies respectively. For a random subset of the validation set (n=963 cases), 18 clinicians reviewed the cases for comparison. On this subset, the DLS achieved a 0.67 top-1 accuracy, non-inferior to board-certified dermatologists (0.63, p<0.001), and higher than primary care physicians (PCPs, 0.45) and nurse practitioners (NPs, 0.41). The top-3 accuracy showed a similar trend: 0.90 DLS, 0.75 dermatologists, 0.60 PCPs, and 0.55 NPs. These results highlight the potential of the DLS to augment general practitioners to accurately diagnose skin conditions by suggesting differential diagnoses that may not have been considered. Future work will be needed to prospectively assess the clinical impact of using this tool in actual clinical workflows.",https://arxiv.org/abs/1909.05382v1,1909.05382v1,10.1038/s41591-020-0842-3,Medicine,arXiv,{}
High Accuracy Tumor Diagnoses and Benchmarking of Hematoxylin and Eosin Stained Prostate Core Biopsy Images Generated by Explainable Deep Neural Networks,Aman Rana; Alarice Lowe; Marie Lithgow; Katharine Horback; Tyler Janovitz; Annacarolina Da Silva; Harrison Tsai; Vignesh Shanmugam; Hyung-Jin Yoon; Pratik Shah,2019,JAMA Network. 2020;3(5):e205111,JAMA Network. 2020;3(5):e205111,"Histopathological diagnoses of tumors in tissue biopsy after Hematoxylin and Eosin (H&E) staining is the gold standard for oncology care. H&E staining is slow and uses dyes, reagents and precious tissue samples that cannot be reused. Thousands of native nonstained RGB Whole Slide Image (RWSI) patches of prostate core tissue biopsies were registered with their H&E stained versions. Conditional Generative Adversarial Neural Networks (cGANs) that automate conversion of native nonstained RWSI to computational H&E stained images were then trained. High similarities between computational and H&E dye stained images with Structural Similarity Index (SSIM) 0.902, Pearsons Correlation Coefficient (CC) 0.962 and Peak Signal to Noise Ratio (PSNR) 22.821 dB were calculated. A second cGAN performed accurate computational destaining of H&E dye stained images back to their native nonstained form with SSIM 0.9, CC 0.963 and PSNR 25.646 dB. A single-blind study computed more than 95% pixel-by-pixel overlap between prostate tumor annotations on computationally stained images, provided by five-board certified MD pathologists, with those on H&E dye stained counterparts. We report the first visualization and explanation of neural network kernel activation maps during H&E staining and destaining of RGB images by cGANs. High similarities between kernel activation maps of computational and H&E stained images (Mean-Squared Errors <0.0005) provide additional mathematical and mechanistic validation of the staining system. Our neural network framework thus is automated, explainable and performs high precision H&E staining and destaining of low cost native RGB images, and is computer vision and physician authenticated for rapid and accurate tumor diagnoses.",https://arxiv.org/abs/1908.01593v1,1908.01593v1,10.1001/jamanetworkopen.2020.5111,Medicine,arXiv,{}
Using near-flat-band electrons for read-out of molecular spin qubit entangled states,Christian Bunker; Silas Hoffman; Shuanglong Liu; Xiao-Guang Zhang; Hai-Ping Cheng,2026,"ACS Nano 2026, 20, 7, 5602","ACS Nano 2026, 20, 7, 5602","While molecular spin qubits (MSQs) are a promising platform for quantum computing, read-out has been largely limited to electron paramagnetic resonance which is often slow and requires a global system drive. Moreover, because one prerequisite for the Elzerman and Pauli spin blockade readout mechanisms typical of semiconductor spin qubits is tunneling of electrons between sites, these read-out modalities are unavailable in MSQs. Here, we theoretically demonstrate electrical read-out of entangled MSQs via driven many-electron spin unpolarized currents. In particular, using a time-dependent density matrix renormalization group approach we simulate a maximally entangled MSQ pair between two electronic leads. Driving itinerant electrons between the two leads, we find that the conductance is greater when the MSQs are in the entangled singlet state as compared to the entangled triplet state. This contrast in conductance is enhanced when the electronic density of states at the Fermi energy is large and for narrow bandwidth. Our results are readily applicable to molecules supramolecularly functionalizing semiconductors with relatively flat bands such as single-wall carbon nanotubes under a magnetic field.",https://arxiv.org/abs/2602.21322v1,2602.21322v1,10.1021/acsnano.5c16530,Chemistry,arXiv,{}
Ferromagnetism above 200 K in organic-ion intercalated CrSBr,Sofia Ferreira-Teixeira; Daniel Tezze; Maria Ramos; Covadonga Álvarez-García; Bertuğ Bayındır; Junhyeon Jo; Beatriz Martín-García; Maider Ormaza; Fèlix Casanova; Samuel Mañas-Valero; Eugenio Coronado; Hasan Sahin; Luis E. Hueso; Marco Gobbi,2026,"ACS Nano 2025, 19 (41), 36275-36284","ACS Nano 2025, 19 (41), 36275-36284","CrSBr is a van der Waals magnetic semiconductor exhibiting antiferromagnetic order below 140 K. It has emerged as a promising platform for engineering 2D magnetism because its intertwined electronic, optical, and magnetic properties can be profoundly modified via external stimuli such as electrical gating or magnetic fields. However, other strategies for tuning magnetism in layered materials, such as molecular intercalation, remain largely unexplored for CrSBr. Here, we demonstrate that the intercalation of tetramethylammonium (TMA) and tetrapropylammonium (TPA) ions into CrSBr induces a transition from antiferromagnetic to ferromagnetic order, while significantly enhancing the magnetic transition temperature to 190 K (TMA) and 230 K (TPA). The resulting intercalates are air-stable and exhibit large, hysteretic magnetoresistance exceeding 60% at 50 K in the TPA case. Besides, intercalation introduces symmetry-breaking structural changes in each CrSBr plane, revealed by Raman microscopy and corroborated by density functional theory (DFT) calculations. These findings highlight molecular intercalation as a powerful and versatile route to tailor the magnetic properties of CrSBr and unlock its potential to fabricate robust, high-temperature 2D magnetic devices.",https://arxiv.org/abs/2602.20940v1,2602.20940v1,10.1021/acsnano.5c08747,Chemistry,arXiv,{}
Atomic imaging of 2D transition metal dihalides,Wendong Wang; Gareth R. M Tainton; Nick Clark; James G. McHugh; Xue Li; Sam Sullivan-Allsop; David G. Hopkinson; Oldrich Cicvarek; Francisco Selles; Rui Zhang; Joshua D. Swindell; Alex Summerfield; David J. Lewis; Vladimir I Falko; Zdenek Sofer; Sarah J. Haigh; Roman Gorbachev,2026,"ACS Nano 2026, 20, 3, 2997","ACS Nano 2026, 20, 3, 2997","Transition metal di-iodides such as FeI2, NiI2 and CoI2 are an emerging class of 2D magnets exhibiting rich and diverse magnetic behaviour, but their study at the monolayer limit has been severely hindered by fabrication challenges due to their air-sensitivity. Here, we introduce a polymer-free method for clean, rapid, and high-yield assembly of hermetically encapsulated suspended samples of air-sensitive monolayers. Applying it to di-iodides enables atomic resolution characterisation of thin samples - down to the monolayer limit - for the first time. Our imaging, combined with complementary first-principles calculations, reveals an unusually small energy barrier between alternate stable stacking polytypes in few-layer films, enabling extrinsic control of the stacking phase. We also observe stable isolated iodine vacancies that do not aggregate to form extended structures, and identify and verify the stability of the various edge configurations of thin samples. These results establish the unique structural characteristics of these materials in the thin limit, and more broadly demonstrate the utility of our transfer platform for creating atomically clean suspended vdW heterostructures.",https://arxiv.org/abs/2601.19796v1,2601.19796v1,10.1021/acsnano.5c19196,Chemistry,arXiv,{}
Controlling Mixed Mo/MoS$_2$ Domains on Si by Molecular Beam Epitaxy for the Hydrogen Evolution Reaction,Eunseo Jeon; Vincent Masika Peheliwa; Marie Hrůzová Kratochvílová; Tim Verhagen; Yong-Kul Lee,2026,"ACS Nano 2026, XXXX, XXX, XXX-XXX","ACS Nano 2026, XXXX, XXX, XXX-XXX","Molybdenum disulfide (MoS$_2$) is a prototypical layered transition-metal dichalcogenide whose electrocatalytic performance is governed by a delicate balance between crystallinity, defect density, and electronic conductivity. Here we report a systematic molecular beam epitaxy (MBE) study in which annealing temperature, deposition cycle number, and Mo/S thickness ratio were independently varied to control the structural and electronic properties of MoS$_2$ thin films. The successful epitaxial growth of atomically uniform MoS$_2$ directly on Si substrates enables strong interfacial coupling and efficient charge transfer, offering a viable route toward semiconductor-integrated catalytic architectures. X-ray diffraction, Raman spectroscopy, and X-ray absorption analyses reveal that higher annealing temperatures and excessive deposition cycles enhance crystallinity but reduce edge-site density and electrical conductivity, leading to diminished hydrogen evolution reaction (HER) activity. In contrast, intermediate cycle numbers and sulfur-deficient growth conditions yield heterostructures composed of MoS$_2$ with residual metallic Mo and sulfur vacancies, which activate otherwise inert basal planes while providing conductive pathways. These defect-engineered films deliver the best catalytic performance, achieving overpotentials as low as -0.33 V at -10 mA cm$^{-2}$, enlarged electrochemical surface area (ECSA) up to 8.0 cm$^2$, and mass-based turnover frequencies exceeding 23 mmol H$_2$ g$^{-1}$ s$^{-1}$, more than double those of stoichiometric counterparts. Our findings establish sulfur stoichiometry and growth kinetics as powerful levers to tune the interplay between structural order and catalytic activity in MBE-grown MoS$_2$ and point toward a broader strategy for engineering layered catalysts at the atomic scale.",https://arxiv.org/abs/2601.16738v1,2601.16738v1,10.1021/acsnano.5c19478,Chemistry,arXiv,{}
Interfacial Polarons Driven by Charge Transfer In WSe2/Cuprate Superconductor Systems,Huimin Liu; Tong Yang; Xiongfang Liu; Shengwei Zeng; Muhammad Fauzi Sahdan; Wenjun Wu; Shuo Sun; Tengyu Jin; Chuanbing Cai; Ariando Ariando; Mark B. H. Breese; Wenjing Zhang; Andrew T. S. Wee; Chi Sin Tang; Ming Yang; Xinmao Yin,2025,"ACS Nano,19(26),23908-23918,2025","ACS Nano,19(26),23908-23918,2025","Understanding the electronic properties of doped copper-oxygen planes remains a significant challenge in condensed matter physics and is crucial to unraveling the mechanisms behind high-temperature superconductivity in cuprates. Recently, the observation of charge transfer and interfacial polarons in superconducting interface has aroused extensive research interest. However, experimental data to investigate charge transfer on the CuO2 plane and the presence of polarons are still missing. Here we conduct extensive research on the optical and electronic properties of two-dimensional material supported on copper-based superconductors. Unlike monolayer-WSe2 on other substrates, monolayer-WSe2 on La1.85Sr0.15CuO4 (WSe2/LSCO) produces a special band structure. Using high-resolution spectroscopic ellipsometry and density functional theory calculation methods, the special electronic structure can be attributed to the formation of the interfacial small polaron at the WSe2/LSCO interface which is driven by charge transfer between the CuO2 plane of the cuprate superconductor and WSe2. In addition, the structural phase transition of the LSCO substrate was observed to reduce the electron-hole (e-h) interaction of WSe2. These findings may spur future investigations on the effect of the interfacial polaron on the superconductivity of cuprates, and highlight the significant influence of interface effects on the electronic structure of WSe2 films. It provides an effective method to further explore the intrinsic relationship between interfacial polarons and superconductivity.",https://arxiv.org/abs/2512.19033v1,2512.19033v1,10.1021/acsnano.5c05277,Chemistry,arXiv,{}
Structure Prediction of Ionic Epitaxial Interfaces with Ogre Demonstrated for Colloidal Heterostructures of Lead Halide Perovskites,Stefano Toso; Derek Dardzinski; Liberato Manna; Noa Marom,2025,"ACS Nano 2025, 19, 5, 5326-5341","ACS Nano 2025, 19, 5, 5326-5341","Colloidal epitaxial heterostructures are nanoparticles composed of two different materials connected at an interface, which can exhibit properties different from those of their individual components. Combining dissimilar materials offers opportunities to create several functional heterostructures. Yet, assessing structural compatibility (the main prerequisite for epitaxial growth) is challenging when pairing complex materials with different lattice parameters/crystal structures. This complicates both the selection of target heterostructures for synthesis and the assignment of interface models when new heterostructures are obtained. Here, we demonstrate Ogre as a powerful tool to accelerate the design and characterization of colloidal heterostructures. To this end we implemented developments tailored for the efficient prediction of epitaxial interfaces between ionic/polar materials, which encompass most colloidal semiconductors. These include pre-screening candidate models based on charge balance at the interface and using a classical potential for fast energy evaluations, with parameters automatically extracted from the input bulk structures. These developments are validated for CsPbBr3/Pb4S3Br2 heterostructures, where Ogre produces interface models in agreement with density functional theory and experiments. Furthermore, we use Ogre to rationalize the templating effect of CsPbCl3 on the growth of lead sulfochlorides, where perovskite seeds induce the formation of Pb4S3Cl2 rather than Pb3S2Cl2 due to better epitaxial compatibility. Combining Ogre simulations with experimental data enables us to unravel the structure and composition of the hitherto unsolved CsPbBr3/BixPbySz interface and assign a structure to many other reported metal halide/oxide based interfaces. The Ogre package is available on GitHub or via the OgreInterface desktop application, available for Windows, Linux and Mac.",https://arxiv.org/abs/2512.10391v1,2512.10391v1,10.1021/acsnano.4c12713,Chemistry,arXiv,{}
Exogenous Metal Cations in the Synthesis of CsPbBr3 Nanocrystals and their Interplay with Tertiary Amines,Zhanzhao Li; Luca Goldoni; Ye Wu; Muhammad Imran; Yurii P. Ivanov; Giorgio Divitini; Juliette Zito; Iyyappa Rajan Panneerselvam; Dmitry Baranov; Ivan Infante; Luca De Trizio; Liberato Manna,2025,"Journal of the American Chemical Society 2024, 146, 20636-20648","Journal of the American Chemical Society 2024, 146, 20636-20648","Current syntheses of CsPbBr3 halide perovskite nanocrystals (NCs) rely on over-stoichiometric amounts of Pb2+ precursors, resulting in unreacted lead ions at the end of the process. In our synthesis scheme of CsPbBr3 NCs we replaced excess Pb2+ with different exogenous metal cations (M) and investigated their effect on the synthesis products. These cations can be divided into two groups: group 1 delivers monodisperse CsPbBr3 cubes capped with oleate species (as for the case when Pb2+ is used in excess) and with photoluminescence quantum yield (PLQY) as high as 90% with some cations (for example with M= In3+); group 2 yields irregularly shaped CsPbBr3 NCs with broad size distributions. In both cases, the addition of a tertiary ammonium cation (didodecylmethyl ammonium, DDMA+) during the synthesis, after the nucleation of the NCs, reshapes the NCs to monodisperse truncated cubes. Such NCs feature a mixed oleate/DDMA+ surface termination with PLQY values up to 90%. For group 1 cations, this happens only if the ammonium cation is directly added as a salt (DDMA-Br) while for group 2 cations this happens even if the corresponding tertiary amine (DDMA) is added, instead of DDMA-Br. This is attributed to the fact that only group 2 cations can facilitate the protonation of DDMA by the excess oleic acid present in the reaction environment. In all cases studied, the incorporation of M cations is marginal and the reshaping of the NCs is only transient: if the reactions are run for a long time the truncated cubes evolve to cubes.",https://arxiv.org/abs/2512.08482v1,2512.08482v1,10.1021/jacs.4c03084,Chemistry,arXiv,{}
Core@Shell AgBr@CsPbBr3 Nanocrystals as Precursors to Hollow Lead Halide Perovskite Nanocubes,Zhanzhao Li; Yurii P. Ivanov; Anna Cabona; Andrea Fratelli; Stefano Toso; Saptarshi Chakraborty; Giorgio Divitini; Ilka Kriegel; Sergio Brovelli; Liberato Manna,2025,"Journal of the American Chemical Society 2025, 147, 23192-23201","Journal of the American Chemical Society 2025, 147, 23192-23201","We report the synthesis of colloidal core@shell AgBr@CsPbBr3 nanocubes by a one-pot approach, where the nucleation and growth of AgBr nanocrystals occurs rapidly after the injection of chemical precursors. This is immediately followed by the overgrowth of CsPbBr3, delivering AgBr@CsPbBr3 nanocubes of several tens of nanometers in size, with the volume of the AgBr core being only a small fraction of the overall nanocrystal volume. The formation of a core@shell geometry is facilitated by the epitaxial compatibility between AgBr and CsPbBr3 along multiple crystallographic directions. Exchange with Cl-ions leads to Ag@CsPbCl3 nanocubes, whereas exchange with I-ions leads to hollow CsPbI3 nanocubes, due to selective etching of the AgBr (or Ag) core region by the I-ions diffusing in the nanocubes. These hollow CsPbI3 nanocubes can then be converted into hollow CsPbBr3 and CsPbCl3 nanocubes by halide exchange. The optical emission properties of the hollow CsPbX3 (X=Cl, Br, I) nanocubes are in line with those expected from large, non-hollow halide perovskite nanocrystals, indicating that the small hollow region in the cubes has no major influence on their optical properties.",https://arxiv.org/abs/2512.08474v1,2512.08474v1,10.1021/jacs.5c07200,Chemistry,arXiv,{}
